-0.470522 -163739 0.658353 3.47384 
-4.7156 -1.61554 -2.67769 0.339829 
-5.02487 0.507769 -0.162877 4.50547 
0.965149 -5.07124 -0.617567 -1.29524 
-2.30993 0.140732 -1.91362 -0.0973958 
-7.34881 -0.191289 -619.388 1.7083 
2.35323 -2.62659 -0.638216 7.84825 
2.54218 2.44626 0.0196975 1.61604 
-0.250685 0.243364 1.3306 0.534869 
0.75696 -0.108781 0.110969 -3.32997 
-1.40475 4.24892 -0.0430544 4.27726 
-7.01103 -1.63112 -2.73054 0.808259 
-0.59084 0.751576 -1.88052 2.48885 
-2.24607 0.0232952 0.331819 -0.0269134 
0.851097 0.364404 0.578608 2.245 
-1.74036 -0.666411 3.25298 -3.46757 
6.73523 0.715294 -0.194052 -0.0941513 
1.60215 -2.48651 1.86831 -0.244225 
-0.741905 -2.43903 0.935639 1.06027 
-0.661182 -1.24487 0.268207 0.491166 
-0.432045 0.207583 -1.06806 1.41063 
-0.186665 -2.1896 0.322968 -0.584714 
2.86391 -0.445751 -0.757732 0.207935 
-0.674684 0.0973739 -2.77772 -0.615479 
-0.637232 1.06417 3.84935 -3.14053 
0.975052 -0.53018 -0.959253 -2.64974 
-0.831442 -0.595121 0.410177 0.570858 
1.02272 0.171852 -2.08926 -0.333726 
2.60073 -1.43225 0.682047 1.66654 
-0.700004 -1.0406 -0.52503 -0.299254 
0.357959 -2.10607 0.512398 4.96841 
0.561676 -1.54798 -0.697098 1.43082 
-2.1968 1.45236 -3.40164 -1.13854 
-0.294914 -0.556419 -0.393952 -0.726354 
-0.659128 1.28739 0.776068 1.03247 
-0.0383832 -2.49203 0.892232 -0.389244 
0.977476 -3.34651 -4.42102 -1.92704 
1.47893 4.75211 277.432 0.51573 
-0.814514 0.347316 8.72353 0.917842 
3.22589 -0.760912 -1.79936 0.799187 
-2.43401 0.0799806 0.892308 8.77462 
0.000978942 2.24052 -0.999733 -4.34986 
0.59609 2.06295 -1.12642 3.20272 
-14.987 1.55956 1.31175 -3.35272 
-1.56993 0.374726 0.0528153 -3.07759 
-0.610579 -0.35216 -1.6424 6.17413 
0.534197 -1.66523 1.13299 0.184262 
3.43278 -6.35705 -0.911046 2.68812 
-3.11151 -0.066015 -0.546736 -2.40904 
1.02646 81.0947 0.54741 -0.0265854 
-0.4302 -0.347184 1.12005 0.23045 
0.034733 0.257058 0.762258 0.130219 
1.60191 2.38231 6.73602 -0.3948 
-3.41297 1.0504 -1.02489 1.29103 
0.0347096 0.705217 -6.27558 0.940422 
-4.41585 1.07447 -0.283986 -0.29976 
-6.47722 -1.17999 -0.34432 -0.018153 
0.740284 2.0494 19.7849 -0.0731175 
-1.05049 0.448061 1.32654 0.576628 
-0.231153 0.485361 0.785911 -67.3177 
-0.635931 0.0431185 -3.35924 0.717656 
-103.618 0.73217 1.6731 -0.476319 
0.817841 -0.460524 4.48501 1.05931 
-0.68854 4.73167 0.432324 0.650295 
2.91915 1.21141 -0.499856 -2.73485 
0.294388 -1.97718 -2.13295 -1.47954 
0.905978 43.8753 0.0231101 -1.39197 
1.58172 -1.38159 -2.86833 230.24 
-0.802716 -3.16393 -2.7545 1.91864 
1.44234 -0.933219 8.91796 1.34237 
0.451601 1.33804 -0.41877 -10.8178 
0.309811 -8.25026 0.0978282 -0.228967 
10.1804 0.227279 -1.31623 -2.71112 
-0.267194 -0.751127 -3.7704 -2.47284 
4.50167 -4.33522 -0.808222 -0.377001 
-0.041857 -1.28171 -42.9801 1.25688 
0.127871 -0.0933985 1.24138 -1.22174 
3.38955 -6.18926 0.901748 -1.35606 
-0.638126 -0.786689 -1.2336 0.609767 
2.45928 -0.0545617 -1.68523 -0.188439 
-0.0209667 2.16191 -0.00461517 0.241361 
-0.768456 -5.81408 4.98675 -0.427075 
0.343684 -0.823293 2.60006 -0.431291 
2.0753 0.464412 7.55178 10.0205 
0.0277944 0.370374 0.698254 -0.00799152 
8.97018 2.10273 -0.499841 0.207235 
1.8518 1.17107 6.01644 4.79255 
0.897895 0.0699667 0.415357 0.452638 
-0.228151 2.24077 -0.303034 1.77125 
-0.0983456 2.22075 -0.747431 -9.84493 
2.39525 -11.5086 1.61841 -0.739946 
-0.431506 0.778612 -0.943486 -2.40537 
-0.675383 -0.263241 0.728646 0.203953 
-0.846012 0.982188 -1.15448 7.15124 
-3.11685 -5.08568 1.88152 -0.221748 
-3.52963 -0.52935 3.16314 1.39749 
3.92433 -3.83129 -1.12329 0.194816 
-0.0343119 -5.04311 -10.0445 2.38423 
-144.704 -1.29442 -1.38075 -0.45326 
-0.0104924 -0.592913 0.115747 0.810577 
0.680248 -0.233275 0.538409 -91.905 
1.75226 -1.42933 65.0825 1.98251 
4.66548 27.0797 0.414855 0.10475 
0.34398 0.620043 -1.3098 -0.235903 
-0.802571 -0.0993404 -1.86521 13.5999 
3.63628 1.71483 -2.56937 -0.90439 
-0.811219 2.20127 16.5809 -0.399356 
-0.309617 1.20883 0.413474 -0.0593016 
-1.2384 -0.233347 -1.10403 -4.25505 
0.363397 -1.81104 0.584278 0.994165 
-1.9851 -7.53389 0.991274 -1.58927 
-1.24028 7.8159 0.729115 39.6307 
8.65579 0.659683 0.100108 -0.255807 
-2.84719 0.516912 -18.687 1.92096 
0.103844 0.360442 0.72739 1.45507 
0.0935293 -0.703825 -2.03341 0.257121 
-0.356073 -25.1069 -6.27854 -2.44623 
-0.397835 0.670886 0.277747 0.608731 
-16.5508 0.291289 -0.550837 0.579662 
-0.119912 -2.02329 -0.0390862 1.96405 
-1.26123 -4.32325 -0.0394031 0.615056 
-0.300537 3.00737 -30.9156 -11.2543 
0.794672 -1.13286 -3.78064 -0.366049 
-22.9 3.02998 12.1754 1.84006 
-0.985142 0.293153 -2.08059 -1.19996 
28.4328 1.61487 -0.476365 -0.434371 
-0.845745 1.83496 0.131232 -0.739191 
-18.4062 -1.03251 0.240259 0.285391 
-0.285933 0.285391 24.2713 -0.876612 
3.38256 -2.7049 2.12053 3.87428 
-0.109701 -27.6617 1.51105 -0.458886 
-2.58194 0.298675 0.595446 0.462663 
2.0701 -0.827246 -4.02344 -0.0907286 
0.169083 1.03435 -0.75505 1.51648 
-1.05944 2.83856 0.657444 0.00802803 
1.92971 0.59171 2.93926 -21.1072 
1.44816 -0.546123 -1.93116 0.633391 
1.70072 1.65089 -2.87493 -3.00219 
3.52876 -0.120583 0.762011 -1.663 
-0.734918 1.65946 0.522659 -1.22049 
0.417792 -18.9761 0.100531 1.95901 
0.154344 -0.235361 0.0719581 1.25699 
0.943667 -1.36802 -1.25481 0.50005 
-9.90355 -1.9455 0.416808 0.361344 
-0.654077 -0.506364 -13.9946 -0.672965 
-1.57816 -0.0367322 0.520731 -1.10007 
-39.0859 -2.56351 0.826434 1.42118 
0.538231 -2.23987 -0.499348 2.67824 
6.22601 5.09069 -2.83671 -33.1573 
-1.14089 13.7644 -0.198979 -0.971954 
1.17811 0.35608 0.839685 0.9107 
-1.04339 0.638231 -0.152258 -0.352882 
-0.026821 -0.895616 -1.42133 -0.0440129 
-4.362 -0.563052 -0.00728487 0.90354 
2.72834 -1.45257 4.11564 0.162821 
3.7411 0.492195 -9.55201 -0.579686 
0.557102 -30.5633 0.209687 1.64842 
-1.80839 0.375349 -1.05701 1.90235 
-0.0339584 -0.188492 0.389039 0.399332 
-0.627022 2.28313 -1.60184 1.10413 
-1.06389 0.471865 -0.0563127 -0.783648 
0.628774 20.3387 0.496851 -0.659623 
-1.20453 0.477654 -0.402567 0.0778475 
17.1084 0.241091 0.282837 -0.393613 
-5.82787 -1.11164 -0.584678 -0.408601 
20.763 -1.08958 -4.60258 2.26866 
5.67462 0.167757 0.879221 0.890469 
-1.17112 0.0423571 1.78065 -0.809213 
14.0178 1.1088 -41.1542 -4.03883 
-0.780485 -0.203286 1.14011 -16.0539 
-0.37221 0.907984 0.156596 -0.265258 
-0.115662 2.92901 -1.63471 0.111943 
3.88581 2.35979 -0.561721 2.13842 
1.11825 -1.18309 9.08658 1.36595 
-0.170484 4.63982 7.0622 1.68072 
5.5464 0.120793 -3.9675 -0.489355 
17.6471 -6.0021 1.11936 -0.327875 
-0.161949 0.933862 1.01562 0.289269 
-0.12707 0.42998 9.00295 -1.57846 
-0.601189 -0.17733 -2.47392 -3.48787 
1.45184 0.500359 2.01524 -3.0801 
-0.0108434 10.719 -20.8334 -2.05308 
