0.88649 0.265972 0.543798 0.502938 
0.682831 0.642665 0.537511 0.469839 
0.605796 0.73939 0.486657 0.519358 
0.959684 0.521723 0.51778 0.42656 
0.723028 0.426819 0.56053 0.465894 
0.820765 0.330321 0.43379 0.535243 
0.58213 0.551082 0.643201 0.514746 
0.616776 0.582083 0.376623 0.503516 
0.649175 0.766922 0.440247 0.458547 
0.785387 0.363755 0.502054 0.459537 
0.32372 0.716082 0.419526 0.489559 
0.564576 0.62202 0.488306 0.47013 
0.25383 0.216295 0.778124 0.560754 
0.610707 0.404028 0.600814 0.526754 
0.207231 0.774029 0.574329 0.495932 
0.264437 0.769638 0.469461 0.489521 
0.399238 0.540696 0.558625 0.515662 
0.979322 0.626367 0.615338 0.536521 
0.558129 0.594848 0.393778 0.498806 
0.31921 0.586032 0.468919 0.522705 
0.164042 0.378643 0.419869 0.502206 
0.754337 0.303118 0.570426 0.495576 
0.38361 0.764813 0.556638 0.508628 
0.484426 0.739076 0.498515 0.4954 
0.309065 0.748882 0.447228 0.479807 
0.0682626 0.213136 0.387337 0.532507 
0.0517188 0.0989651 0.448474 0.484521 
0.873406 0.490851 0.464029 0.49919 
0.749082 0.570883 0.566237 0.486791 
0.00574145 0.53718 0.507085 0.500317 
0.872374 0.183015 0.612771 0.45702 
0.846227 0.666027 0.549576 0.479588 
0.393792 0.509917 0.567772 0.512388 
0.2186 0.627949 0.706046 0.46185 
0.0220009 0.831333 0.518446 0.425173 
0.172167 0.206465 0.499984 0.493579 
0.0762699 0.49125 0.395906 0.549144 
0.268519 0.265417 0.57292 0.503386 
0.307338 0.304045 0.455263 0.527629 
0.596203 0.303264 0.347151 0.496156 
0.0296864 0.458426 0.413309 0.492243 
0.0440136 0.555047 0.336917 0.480415 
0.688667 0.895409 0.44981 0.49676 
0.408706 0.732148 0.594863 0.51195 
0.571194 0.874665 0.545263 0.51149 
0.402617 0.517926 0.561288 0.473413 
0.987043 0.489868 0.495998 0.506789 
0.968765 0.889927 0.45679 0.494366 
0.030324 0.642678 0.368786 0.459633 
0.123138 0.364789 0.457339 0.484097 
0.899429 0.346369 0.549101 0.521895 
0.289317 0.814344 0.266248 0.56837 
0.39885 0.167708 0.497728 0.499051 
0.412281 0.334905 0.532647 0.485575 
0.361346 0.242948 0.337288 0.511211 
0.14919 0.530391 0.563488 0.489358 
0.216921 0.395075 0.620418 0.53192 
0.409286 0.397866 0.551505 0.522018 
0.856583 0.782188 0.557933 0.490056 
0.11442 0.453814 0.423641 0.482088 
0.539766 0.562898 0.538363 0.483334 
0.404689 0.830984 0.431615 0.541229 
0.811514 0.776144 0.568922 0.508556 
0.159043 0.53536 0.610673 0.560538 
0.800007 0.431626 0.659907 0.52188 
0.586863 0.15433 0.491847 0.470844 
0.46805 0.411679 0.541207 0.500572 
0.0727045 0.773135 0.611696 0.499502 
0.498418 0.255695 0.511579 0.439506 
0.0233231 0.273925 0.452379 0.46708 
0.250507 0.121154 0.554107 0.480428 
0.796446 0.268485 0.591384 0.476881 
0.0830064 0.182508 0.494353 0.506342 
0.962295 0.283288 0.408926 0.473069 
0.680613 0.588859 0.597977 0.497836 
0.475352 0.453873 0.565001 0.484587 
0.430883 0.596201 0.647111 0.473263 
0.312071 0.723943 0.382907 0.488094 
0.31034 0.512919 0.370848 0.500678 
0.0623081 0.467655 0.665231 0.52601 
0.00413919 0.226868 0.462588 0.534557 
0.94801 0.413696 0.502532 0.493517 
0.299562 0.580386 0.550162 0.47125 
0.424901 0.566093 0.504649 0.496591 
0.140745 0.741172 0.57176 0.476823 
0.155497 0.611953 0.596681 0.547207 
0.436178 0.627266 0.283867 0.457332 
0.23991 0.310838 0.531787 0.516587 
0.851428 0.701131 0.373464 0.462397 
0.606205 0.386155 0.472442 0.50472 
0.257948 0.735109 0.435406 0.540346 
0.618414 0.101096 0.451382 0.52399 
0.866909 0.470511 0.701754 0.532914 
0.567687 0.342068 0.473954 0.518848 
0.0720362 0.713903 0.3558 0.466994 
0.969116 0.672155 0.523078 0.531195 
0.11644 0.671167 0.521505 0.500246 
0.0648341 0.340213 0.548147 0.453247 
0.0701229 0.252169 0.426473 0.498507 
0.627159 0.381591 0.449613 0.498836 
0.0740793 0.516026 0.312918 0.489802 
0.166519 0.585702 0.522834 0.532138 
0.300694 0.256725 0.564958 0.505975 
